ID,活动时间,活动名称,活动职能,表现形式,学科媒介,活动组织类型,系列标签,活动性质1,活动性质2,活动性质3,活动领域,活动主题标签,活动地点,策划人
ID_1222,2016.01.22,“设计咖”系列之 “治愈系海豹”· 插画师王凡乔访谈｜AMNUA微信美术馆,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,N/A
ID_1223,2015.01.01—2016.05.31,AMNUA摄影公教计划 | 手机影展作品征集（附投稿方式）,展览,线上展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,线上活动,N/A
ID_1224,2016.01.23,“艺术理想国”青年艺术家大展【征集】进行时,展览,线上展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,公共空间,N/A
ID_1225,2016.01.24,艺术大师们の疯魔之路（上）丨AMNUA艺术圈怪谈,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,作者:陈衔
ID_1226,2016.01.25,艺术大师们の疯魔之路（下）丨AMNUA艺术圈怪谈,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,作者:陈衔
ID_1227,2016.01.27,标本箱少年丨AMNUA少年系列,其他,N/A,摄影,独立活动,N/A,其他,N/A,摄影,纯艺术,N/A,N/A,作者:Lala
ID_1228,2016.01.28,批评家的嘴丨AMNUA专栏,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1229,2015.01.01—2016.05.31,AMNUA摄影公教计划 | 手机影展作品征集 （附投稿作品）,展览,线上展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,线上活动,N/A
ID_1230,2016.01.30,要想红，先发疯？丨AMNUA艺术圈怪谈,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,作者:刘婷
ID_1231,2016.02.01—2016.02.18,过年了，咱也歇一歇,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1232,2016.02.19,AMNUA国际计划II · 丝路国际SILK ROAD INTERNATIONAL,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1233,2015.01.01—2016.05.31,AMNUA摄影公教计划 | 手机影展作品征集（附投稿作品）,展览,线上展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,线上活动,N/A
ID_1234,2016.02.20,邬烈威：端的不是相机，是猎杀现实和梦境的枪｜AMNUA影响力,其他,N/A,影像,独立活动,N/A,其他,N/A,影像,纯艺术,N/A,线上活动,N/A
ID_1235,2016.02.21,觉醒的性别·当代中国女性艺术中的新趋向（上）丨AMNUA公开课,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,作者:李建群
ID_1236,2016.02.22,觉醒的性别·当代中国女性艺术中的新趋向（下）丨AMNUA公开课,其他,N/A,油画,独立活动,N/A,其他,N/A,油画,纯艺术,N/A,N/A,作者:李建群
ID_1237,2016.02.24,粗浅地讲讲，艺术是怎么变得看不懂的丨AMNUA杂谈,其他,N/A,雕塑,独立活动,N/A,其他,N/A,雕塑,纯艺术,N/A,N/A,N/A
ID_1238,2016.02.25,叶彦明：用欢乐表达未知的神秘｜AMNUA影响力,其他,N/A,油画,独立活动,N/A,其他,N/A,油画,纯艺术,N/A,N/A,N/A
ID_1239,2016.02.26,《丝路国际》前传丨AMNUA国际计划专题,其他,N/A,影像,独立活动,N/A,其他,N/A,影像,纯艺术,N/A,N/A,作者:王亚敏
ID_1240,2016.02.27,《丝路国际》前传 · 无形 的传销丨AMNUA国际计划专题,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,线上活动,作者:道格拉斯·刘易斯
ID_1241,2016.05.11—2016.05.22,伦敦OXO x China Now中国当代青年艺术展,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,N/A,策展人:林书传
ID_1242,2016.02.29,《丝路国际》前传 · 双年展作为艺术生产的平台丨AMNUA国际计划专题,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,N/A,作者:Alia
ID_1243,2016.03.01,第22个字母 • 莫萨的小事件丨AMNUA展讯,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1244,2016.03.02,青咖喱牛和红咖喱鸡或猪丨AMNUA看展览,展览,线下展览,装置,独立活动,N/A,艺术展览,N/A,装置,纯艺术,N/A,N/A,作者:刘婷
ID_1245,2016.03.03,走向一条亲密无间的路《丝路国际》明日15:00启动,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,策展人:王亚敏; 出品人:李小山
ID_1246,2016.03.04,丝路国际 · AMNUA国际计划II 圆满开幕丨现场,艺术现场,演出/活动,综合,独立活动,N/A,艺术现场,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1247,2016.03.06,外包主体 ·《丝路国际》正传丨AMNUA国际计划专题,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,作者:加里·格诺斯科
ID_1248,2016.03.07,惊奇的房间第二回《丝路国际 · AMNUA国际计划Ⅱ》项目丨AMNUA展讯,展览,线下展览,剧场,独立活动,N/A,艺术展览,N/A,剧场,纯艺术,N/A,N/A,策展人:王亚敏; 出品人:李小山
ID_1249,2016.03.08,从插画到服装 · TYAKASHA的趣味世界丨AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,公共空间,嘉宾:豌豆、邵邵
ID_1250,2016.03.08,我既不想当妇女，也不想当女神丨AMNUA杂谈,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,作者:蚕宝宝
ID_1251,2016.03.08,Invisible Handouts（1）丨AMNUA INTERNATIONAL PROJECT II,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1252,2016.03.09,Invisible Handouts（2）丨AMNUA INTERNATIONAL PROJECT II,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1253,2016.03.10,Invisible Handouts（3）丨AMNUA INTERNATIONAL PROJECT II,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1254,2016.03.11,明天14:30，“服世绘”系列第一回（有福利！） 丨AMNUA公教,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,公共空间,嘉宾:豌豆、唐彦、邵邵; 作者:文刀米
ID_1255,2016.03.11,当代摄影鉴赏丨AMNUA摄影公共教育计划,其他,N/A,影像,独立活动,N/A,其他,N/A,影像,纯艺术,N/A,公共空间,N/A
ID_1256,2016.03.12,当代摄影鉴赏与创作丨AMNUA摄影公教计划,公教,工作坊/导览,影像,独立活动,N/A,公共教育,N/A,影像,纯艺术,N/A,公共空间,N/A
ID_1257,2016.03.13,"I Imitate, therefore I am（1）丨AMNUA INTERNATIONAL PROJECT II",其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1258,2016.03.14,"I Imitate, therefore I am（2）丨AMNUA INTERNATIONAL PROJECT II",其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1259,2016.03.15,讲座：并不“美”的西班牙艺术丨AMNUA公教,讲座,专题讲座,综合,独立活动,N/A,学术讲座,N/A,综合,跨学科/泛文化,N/A,公共空间,主讲人:张伟劼（1982年生，江苏南通人。南京大学文学学士、文学硕士，南京大学艺术学博士在读，师从著名美学家周宪，墨西哥学院、马德里康普顿斯大学访问学者，现任教于南京大学西班牙语系，江苏省作家协会会员。著有《帝国的遗产》（上海人民出版社，2013年），主要译作有《燃烧的原野》、《镜子：照出你看不见的世界史》、《西班牙不是个神话》等。）
ID_1260,2016.03.16,“海派”名作正处于紧张修复中丨AMNUA典藏,其他,N/A,水墨,独立活动,N/A,其他,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_1261,2016.03.17,【以手愈心】这也许是你从未玩过的手工！AMNUA公教,公教,工作坊/导览,综合,独立活动,N/A,公共教育,N/A,综合,跨学科/泛文化,N/A,公共空间,N/A
ID_1262,2016.03.18,AMNUA艺术城市丨第三期：不具体的区域,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,学术主持:潘企群 艺术家：王烁 应晶晶 朱楠楠 项目助理：丁涵玉 王晓丹 项目设计：; 学术主持:潘企群; 艺术家:王烁 应晶晶 朱楠楠 项目助理：丁涵玉 王晓丹 项目设计：; 艺术家:王烁 应晶晶 朱楠楠
ID_1263,2016.03.18,浪漫，冒险，情迷西班牙丨AMNUA公教,公教,工作坊/导览,音乐,独立活动,N/A,公共教育,N/A,音乐,纯艺术,N/A,公共空间,主讲人:张伟劼（1982年生，江苏南通人。南京大学文学学士、文学硕士，南京大学艺术学博士在读，师从著名美学家周宪，墨西哥学院、马德里康普顿斯大学访问学者，现任教于南京大学西班牙语系，江苏省作家协会会员。著有《帝国的遗产》（上海人民出版社，2013年），主要译作有《燃烧的原野》、《镜子：照出你看不见的世界史》、《西班牙不是个神话》等。）; 作者:南美小白
ID_1264,2016.03.18,【以手愈心】手鞠工作坊已爆满截止丨AMNUA通知,公教,工作坊/导览,综合,独立活动,N/A,公共教育,N/A,综合,跨学科/泛文化,N/A,公共空间,N/A
ID_1265,2016.03.19,AMNUA微信美术馆影像系列 | 欢迎来到数字影像世界,其他,N/A,影像,独立活动,N/A,其他,N/A,影像,纯艺术,N/A,线上活动,作者:文/陈正
ID_1266,2016.03.20,"I Imitate, therefore I am（3）丨AMNUA INTERNATIONAL PROJECT II",其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1267,2016.03.21,几步之遥，一生距离丨AMNUA闲话巴塞尔,其他,N/A,油画,独立活动,N/A,其他,N/A,油画,纯艺术,N/A,N/A,作者:刘婷
ID_1268,2016.03.22,[身体的观迹：现代舞工作坊]第一期·发源丨AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,N/A,N/A
ID_1269,2016.03.22,近期课程安排 | AMNUA摄影公共教育计划,其他,N/A,影像,独立活动,N/A,其他,N/A,影像,纯艺术,N/A,公共空间,N/A
ID_1270,2016.03.23,《疯狂动物城》配音演员张震、藤新交流分享会丨AMNUA公教,公教,工作坊/导览,动画,独立活动,N/A,公共教育,N/A,动画,纯艺术,N/A,N/A,N/A
ID_1271,2016.03.23,大动作：中国实验动画新势力｜AMNUA零方案第十五回,展览,线下展览,设计,系列活动,零方案,艺术展览,N/A,设计,纯艺术,N/A,学术报告厅,策展人:郑闻;文夏; 学术主持:刘健 盛瑨; 出品人:李小山;王方;喻勤; 艺术家:陈曦 丁世伟 段天然 雷磊 沈杰 吴超 吴晓非 薛峰 杨博 朱彦潼
ID_1272,2016.03.23,一天计划·30位艺术家的3600秒丨AMNUA影像档案,其他,N/A,影像,系列活动,影像档案,其他,N/A,影像,纯艺术,N/A,影像空间 (自动填充),策展人:艾海; 策展人:文夏; 艺术家:刘瑾 ，李飒，史金淞，金京华，黄柏杨，邵译农，李迪，沈娜，李昌龙，邱飞，胡庆雁，关音夫，郭工，卡生，肖丰，马珂，Mitte，马树青，贾靖，九口走召，卢征远，王家增，于继东，李晓飞，夏季风，梁克刚，朱朱，乙蒙，李津，艾海; 艺术家:刘瑾 ，李飒，史金淞，金京华，黄柏杨，邵译农，李迪，沈娜，李昌龙，邱飞，胡庆雁，关音夫，郭工，卡生，肖丰，马珂，Mitte，马树青，贾靖，九口走召，卢征远，王家增，于继东，李晓飞，夏季风，梁克刚，朱朱，乙蒙，李津，艾海
ID_1273,2016.03.24,“时差”&amp;“白夜”：韩磊 冯立双个展丨AMNUA展讯,展览,线下展览,影像,独立活动,N/A,艺术展览,个展,影像,纯艺术,N/A,学术报告厅,策展人:郑闻;海杰; 策展人:陈正
ID_1274,2016.03.24,桑园·庄弘醒绘画作品展丨AMNUA展讯,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,N/A,策展人:陈 瑞; 学术主持:李安源
ID_1275,2016.03.24,[现代舞工作坊]循着生命的路迹观望内心，开始身体之旅吧！AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,N/A,N/A
ID_1276,2016.03.25,[约吗？超级的你！]阅录评•外包内销&amp;木人节｜AMNUA 展讯,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,"公共空间, 学术报告厅",执行策展:刘陈洋子
ID_1277,2016.03.25,听见乌托邦，等你来声音的世界疯狂驰骋 | AMNUA公教,公教,工作坊/导览,动画,独立活动,N/A,公共教育,N/A,动画,纯艺术,N/A,N/A,N/A
ID_1278,2016.03.26,《桑园·庄弘醒绘画作品展》圆满开幕丨AMNUA展讯,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,公共空间,策展人:陈 瑞; 学术主持:李安源
ID_1279,2016.03.27,“设计咖”系列之手工印染课程（上）扎染｜AMNUA微信美术馆,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,作者:薛宁
ID_1280,2016.03.28,The Biennale as a Platform for Artistic Production（1）丨AMNUA,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1281,2016.03.29,实验音乐[Live]59&#39;60&quot;丨AMNUA公教,公教,工作坊/导览,影像,独立活动,N/A,公共教育,N/A,影像,纯艺术,N/A,公共空间,N/A
﻿ID,活动时间,活动名称,活动职能,表现形式,学科媒介,活动组织类型,系列标签,活动性质1,活动性质2,活动性质3,活动领域,活动主题标签,活动地点,策划人
ID_1282,2016.03.30,韩磊：在青春的公园里倒时差丨AMNUA艺评,学术评论/言论,文章/论文,摄影,独立活动,N/A,学术研究,N/A,摄影,纯艺术,N/A,公共空间,策展人:郑闻;海杰; 策展人:陈正; 嘉宾:韩磊、冯立、海杰、郑闻、曹昆萍、洪磊、汤国、董文胜、贾方
ID_1283,2016.03.30,The Biennale as a Platform for Artistic Production（2）丨AMNUA,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1284,2016.03.31,冯立：划向人性幽暗病穴的一道闪光丨AMNUA艺评,学术评论/言论,文章/论文,影像,独立活动,N/A,学术研究,N/A,影像,纯艺术,N/A,N/A,策展人:郑闻;海杰; 策展人:陈正; 嘉宾:韩磊、冯立、海杰、郑闻、钟建明、曹昆萍、洪磊、汤国、董文胜、贾方、许翔、王轶庶、施瀚涛、张华伟、李聚臣
ID_1285,2016.03.31,音浪太强不晃会被撞到地上，来一场春天的、免费的、有漂亮妹子的实验音乐会丨AMNUA公教,公教,工作坊/导览,影像,独立活动,N/A,公共教育,N/A,影像,纯艺术,N/A,公共空间,N/A
ID_1286,2016.04.01,南京艺术学院美术馆馆藏展系列之二——海派丨AMNUA展讯,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1287,2016.04.01,韩磊“时差” &amp; 冯立“白夜” 双个展圆满开幕丨AMNUA现场,展览,线下展览,影像,独立活动,N/A,艺术展览,个展,影像,纯艺术,N/A,N/A,策展人:郑闻;海杰; 策展人:陈正; 嘉宾:韩磊、冯立、海杰、郑闻、钟建明、曹昆萍、洪磊、汤国、董文胜、贾方、许翔、王轶庶、施瀚涛、张华伟、李聚臣等
ID_1288,2016.04.01,一有名人去世你们就如丧考妣，扎哈跟你们有什么关系？,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,作者:南美小白
ID_1289,2016.04.02,坚持与抵抗：肖恩·斯库利抽象绘画展丨AMNUA展讯,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,N/A,N/A
ID_1290,2016.04.03,王亚敏：过程就是终点丨AMNUA丝路国际访谈,其他,N/A,装置,独立活动,N/A,其他,N/A,装置,纯艺术,N/A,N/A,N/A
ID_1291,2016.04.04,“灵魂的瓦工”肖恩·斯库利：AMNUA，我来了！,其他,N/A,油画,独立活动,N/A,其他,N/A,油画,纯艺术,N/A,N/A,N/A
ID_1292,2016.04.05,【以手愈心】处处赏樱，不及来美术馆做樱花手鞠丨AMNUA公教,公教,工作坊/导览,摄影,独立活动,N/A,公共教育,N/A,摄影,纯艺术,N/A,公共空间,N/A
ID_1293,2016.04.06,[身体的观迹：现代舞工作坊]第二期：流淌丨AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,N/A,N/A
ID_1294,2016.04.06,南艺美术馆馆藏展•海派开展丨AMNUA现场,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,N/A,N/A
ID_1295,2016.04.06,iWeekly+艺术：肖恩·斯库利的“抵抗与坚持”,其他,N/A,油画,独立活动,N/A,其他,N/A,油画,纯艺术,N/A,N/A,策展人:菲利普•多德**_; 作者:iWeekly周末画报
ID_1296,2016.04.06,冷漠，让施暴者有恃无恐！,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,公共空间,作者:南美小白
ID_1297,2016.04.07,即将开幕：肖恩·斯库利《抵抗与坚持·绘画1967-2015 伦敦丨纽约》丨AMNUA展讯,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,3号展厅,策展人:郑闻;菲利浦·多德
ID_1298,2016.04.07,肖恩.斯库利亲自带你看展览，名额有限哦丨AMNUA导览,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,3号展厅,N/A
ID_1299,2016.04.08,《肖恩·斯库利：抵抗与坚持》圆满开幕丨AMNUA现场,艺术现场,演出/活动,油画,独立活动,N/A,艺术现场,N/A,油画,纯艺术,N/A,N/A,策展人:郑闻;菲利浦·多德
ID_1300,2016.04.09,《肖恩·斯库利：抵抗与坚持》导览活动回顾丨AMNUA现场,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,3号展厅,策展人:郑闻;菲利浦·多德
ID_1301,2016.04.10,寻找“苦集灭道”的自我创作意识本源丨AMNUA微信美术馆实验动画单元,展览,线下展览,动画,独立活动,N/A,艺术展览,N/A,动画,纯艺术,N/A,N/A,N/A
ID_1302,2016.04.11,郑闻：“生猛”是对无趣乏味的流行趋势的一种回应丨AMNUA,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,N/A,N/A
ID_1304,2016.04.16—2016.04.26,你不是你笔下的人物，但你笔下的人物是你丨AMNUA零方案,其他,N/A,油画,系列活动,零方案,其他,N/A,油画,纯艺术,N/A,0号展厅 (自动填充),N/A
ID_1305,2016.04.13,风花雪月正当时：自由摄影师当小时“带着汉服去旅行”丨AMNUA公教,公教,工作坊/导览,影像,独立活动,N/A,公共教育,N/A,影像,纯艺术,N/A,公共空间,主讲人:当小时; 嘉宾:曹昆平、万雅婷
ID_1306,2016.04.13,脸上画得缤纷妖娆代表什么？好奇？那就约吧丨AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,公共空间,策划:交汇点·昆虫记
ID_1307,2016.04.13,“乐”在表达：肖恩·斯库利绘画展系列活动丨AMNUA公教,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,3号展厅,策展人:郑闻;菲利浦·多德
ID_1308,2016.04.14,悼念黄专丨李小山：我们少了一位真正的同道,其他,N/A,油画,独立活动,N/A,其他,N/A,油画,纯艺术,N/A,N/A,N/A
ID_1309,2016.04.15,冷眼观察生命的背信弃义丨AMNUA微信美术馆实验动画单元,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,N/A,策展人:文夏
ID_1310,2016.04.15,抽象是一种关于自由的表达丨AMNUA纪念黄专专题,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,作者:黄专 来源：自由主义不仅是一种政治设; 作者:黄专
ID_1311,2016.04.15,“听”懂肖恩·斯库利：您的私人导览由此开启,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,3号展厅,策展人:郑闻;菲利浦·多德
ID_1312,2016.04.16,海派昆仲 · 张善孖与张大千丨AMNUA馆藏展,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1313,2016.04.17,光影二物非黑即白丨AMNUA微信美术馆实验动画单元,展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,N/A,策展人:文夏
ID_1314,2016.04.19,一心向扇：中国风潮牌密扇对话“兔女郎”艺术家吴思骏丨AMNUA公教,讲座,专题讲座,水墨,独立活动,N/A,学术讲座,N/A,水墨,纯艺术,N/A,公共空间,N/A
ID_1315,2016.04.20,对谈 Conversations丨 AMNUA国际计划,讲座,专题讲座,综合,独立活动,N/A,学术讲座,N/A,综合,跨学科/泛文化,N/A,学术报告厅,N/A
ID_1316,2016.04.22,密扇专访：最潮不过“中国风” | AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,N/A,N/A
ID_1317,2016.04.22,吴思骏专访：新中式“兔女郎” | AMNUA公教,公教,工作坊/导览,水墨,独立活动,N/A,公共教育,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_1318,2016.04.16—2016.04.26,[没有什么是固定和纯洁的]关于马力蛟个人项目的讨论丨AMNUA零方案,公教,工作坊/导览,影像,系列活动,零方案,公共教育,N/A,影像,纯艺术,N/A,0号展厅 (自动填充),N/A
ID_1319,2016.04.23,身体的观迹 · 现代舞工作坊回顾丨AMNUA公教,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,N/A,N/A
ID_1320,2016.04.16—2016.04.26,马力蛟：尴尬的发生是没有逻辑解释的丨AMNUA零方案,其他,N/A,综合,系列活动,零方案,其他,N/A,综合,跨学科/泛文化,N/A,0号展厅 (自动填充),N/A
ID_1321,2016.04.25,"丁世伟：沉郁、疏离、臆象, 这是一片黑色的混沌世界丨AMNUA微信美术馆实验动画单元",展览,线下展览,影像,独立活动,N/A,艺术展览,N/A,影像,纯艺术,N/A,N/A,N/A
ID_1322,2016.04.26,歌德学院与南艺美术馆密切合作丨AMNUA通讯,其他,N/A,影像,独立活动,N/A,其他,N/A,影像,纯艺术,N/A,线上活动,N/A
ID_1323,2016.04.27,海派红颜 · 陆小曼丨AMNUA馆藏展,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,N/A,N/A
ID_1324,2016.04.29—2016.05.01,美术馆×车展=？ 五一好去处丨AMNUA通讯,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,线上活动,N/A
ID_1325,2016.05.01,艺术家的形象都不羁放纵吗？这是一种刻板印象丨AMNUA专栏,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1326,2016.05.03,少女力复健中心 · 接受治疗让你少女力满分丨AMNUA公教,公教,工作坊/导览,设计,独立活动,N/A,公共教育,N/A,设计,纯艺术,N/A,公共空间,N/A
ID_1327,2016.05.05,年轻人，为什么对你们自己的节日如此冷漠？丨AMNUA五四专题,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1328,2016.05.06,【少女力】復健中心 · 明日開診丨AMNUA公教,公教,工作坊/导览,多媒体,独立活动,N/A,公共教育,N/A,多媒体,纯艺术,N/A,N/A,N/A
ID_1329,2016.05.08,永恒的影像 永恒的母爱丨AMNUA母亲节专题,其他,N/A,影像,独立活动,N/A,其他,N/A,影像,纯艺术,N/A,N/A,N/A
ID_1330,2016.05.09,吴超：通过游离世界而创造世界丨AMNUA微信美术馆实验动画单元,展览,线下展览,装置,独立活动,N/A,艺术展览,N/A,装置,纯艺术,N/A,N/A,N/A
ID_1331,2016.05.10,海上四任：任熊、任薰、任颐、任预丨AMNUA馆藏展,展览,线下展览,综合,独立活动,N/A,艺术展览,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1332,2016.05.12,事件，沉默和喧嚣 ·《杜尚之后的康德》阅读札记丨AMNUA书评,其他,N/A,素描,独立活动,N/A,其他,N/A,素描,纯艺术,N/A,N/A,N/A
ID_1333,2016.05.13,人格化的现代中国：民国时期的南京孙文雕像丨AMNUA学术,其他,N/A,雕塑,独立活动,N/A,其他,N/A,雕塑,纯艺术,N/A,公共空间,作者:郑闻
ID_1334,2016.05.14,陈曦：传统仪式时空场景的形式转换与运镜联接丨AMNUA微信美术馆实验动画单元,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,N/A,策展人:文夏
ID_1335,2016.05.15,他画出了最女王的时尚插画，霸占了美国《时尚芭莎》杂志封面22年丨AMNUA杂谈,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,N/A
ID_1336,2016.05.18,福利！南艺2016毕业服装秀门票在此丨AMNUA毕业展,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,N/A,作者:蒋诗涵; 作者:史文; 作者:王柳; 作者:吴双; 作者:赵寅希; 作者:周洁; 作者:邬文怡
ID_1337,2016.05.18,Ben Shepard：我觉得我像一个中国人丨AMNUA影响力,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,公共空间,N/A
ID_1339,2016.05.19,大福利！美术馆咖啡厅1000份蛋糕免费吃丨AMNUA艺术城市,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,N/A,N/A
ID_1340,2016.05.19,来不了？挤不进？看直播！解决南艺嘉年华一切烦恼丨AMNUA毕业季,其他,N/A,综合,独立活动,N/A,其他,N/A,综合,跨学科/泛文化,N/A,线上活动,N/A
ID_1341,2016.05.20,南艺520服装秀 · 现场图新鲜出炉丨AMNUA毕业展,展览,线下展览,摄影,独立活动,N/A,艺术展览,N/A,摄影,纯艺术,N/A,N/A,N/A
ID_1342,2016.05.21,南艺2016优秀毕业联展昨晚开幕丨AMNUA现场,展览,线下展览,影像,独立活动,N/A,艺术展览,群展,影像,纯艺术,N/A,N/A,N/A
ID_1343,2016.05.22,设院平面袁沁心、时敏：我们不是“踽踽独行”的孤身人丨AMNUA毕业生,其他,N/A,设计,独立活动,N/A,其他,N/A,设计,纯艺术,N/A,N/A,N/A
﻿ID,活动时间,活动名称,活动职能,表现形式,学科媒介,活动组织类型,系列标签,活动性质1,活动性质2,活动性质3,活动领域,活动主题标签,活动地点,策划人
ID_1344,2016.05.23,南艺毕业展观展手册-雕塑篇（上）丨AMNUA毕业展,展览,线下展览,水墨,独立活动,N/A,艺术展览,N/A,水墨,纯艺术,N/A,N/A,N/A
ID_1345,2016.05.24,四年磨一剑南艺毕业展，听听观众怎么说？丨AMNUA毕业展现场,展览,线下展览,设计,独立活动,N/A,艺术展览,N/A,设计,纯艺术,N/A,N/A,作者:南美小白
ID_1346,2016.05.25,为什么看不懂？你看得太少啦！丨AMNUA毕业展现场,展览,线下展览,油画,独立活动,N/A,艺术展览,N/A,油画,纯艺术,N/A,N/A,作者:南美小白
