ID,Label,Type
PERSON_话剧《认真的重要性》,话剧《认真的重要性》,人物
PERSON_《四世同堂》,《四世同堂》,人物
PERSON_《三姊妹》等。,《三姊妹》等。,人物
PERSON_利建磊,利建磊,人物
PERSON_中央戏剧学院2014级演出制作专业,中央戏剧学院2014级演出制作专业,人物
PERSON_有原创音乐剧《送终》,有原创音乐剧《送终》,人物
PERSON_入围2016年乌镇戏剧节青年竞演十八强。,入围2016年乌镇戏剧节青年竞演十八强。,人物
PERSON_阿半,阿半,人物
PERSON_北京舞蹈学院文学学士,北京舞蹈学院文学学士,人物
PERSON_南京大学艺术硕士,南京大学艺术硕士,人物
PERSON_目前就读于台湾国立政治大学教育学院。现任南京艺术学院副教授,目前就读于台湾国立政治大学教育学院。现任南京艺术学院副教授,人物
PERSON_也是2014年青奥委会开闭式导演。,也是2014年青奥委会开闭式导演。,人物
ID_1922,实验肢体剧《角儿》丨AMNUA五周年庆实验戏剧展演单元,活动
ID_1923,法国默剧大师登陆美术馆丨AMNUA五周年实验戏剧展演单元,活动
ID_1924,Dinner，你和我的一次约会丨AMNUA五周年实验戏剧展演单元,活动
ID_1925,王波《捕梦人的奇趣漂流》——想象的另一个自己丨AMNUA公教,活动
ID_1926,实验戏剧《破天》丨AMNUA五周年庆实验戏剧展演单元,活动
PERSON_张文卿,张文卿,人物
PERSON_唐智辉,唐智辉,人物
ID_1927,南艺105年校庆活动之中国当代动画艺术资料馆开馆学术计划,活动
ID_1928,实验戏剧《消失的记忆》\,活动
ID_1929,环境戏剧：《水晕.南艺版》丨AMNUA五周年庆实验戏剧展演单元,活动
PERSON_张肖,张肖,人物
ID_1930,剧本朗读《艺术》丨AMNUA五周年庆实验戏剧展演单元,活动
ID_1931,实验戏剧：《禁言》\,活动
ID_1932,实验读剧会：《超越星辰》\,活动
ID_1933,实验舞蹈剧场《今身的诗》丨AMNUA五周年实验戏剧展演单元,活动
PERSON_王微艳,王微艳,人物
ID_1934,默剧体验：法国默剧大师菲利普·比佐工作坊 \,活动
ID_1935,Bill的拼贴艺术剧场 \,活动
ID_1936,南艺美术馆戏剧展演完全攻略丨AMNUA五周年戏剧展演单元,活动
ID_1937,CROSSING：南京艺术学院美术馆5周年特展 \,活动
ID_1938,南艺美术馆戏剧展演线上直播 精彩即将呈现！ \,活动
ID_1939,美术馆看戏第一天，好戏扎堆儿，你在吗？ \,活动
ID_1940,李小山：当我们谈论雕塑时，我们在谈论什么？,活动
PERSON_冯黎敏,冯黎敏,人物
ID_1941,南京艺术学院美术馆5周年特展 &amp; 大学美术馆特邀论坛 即将隆重登场 \,活动
ID_1942,南京艺术学院美术馆5周年特展 &amp; 大学美术馆特邀论坛今日开幕,活动
ID_1943,AMNUA五周年丨江苏万名儿童美术创意双年展即将开幕,活动
ID_1944,沈烈毅2017作品展明日开幕丨AMNUA展讯,活动
ID_1945,“自然的种子 想象的力量” 2017江苏万名儿童创意美术双年展今日开幕 \,活动
ID_1946,沈烈毅2017作品展平安夜开幕\,活动
ID_1947,2017我们不过佛系圣诞 \,活动
ID_1948,插画鼻祖的传奇：有一种时尚叫“穆夏风格”\,活动
ID_1950,元旦假期观展指南：你想知道的都在这儿啦！,活动
ID_1951,亲爱的文森特，别说你的孤独一无是处丨AMNUA影评,活动
ID_1952,南艺美术馆2018新年导览报名丨AMNUA通知,活动
ID_1953,下雪请假来美术馆看展览，怎么觉得这是个好理由呢？,活动
ID_1954,你想知道的，让策展人来告诉你！ \,活动
ID_1955,宇宙是个无可奈何的囚徒丨波伏瓦诞辰110周年纪念,活动
ID_1956,专访《暴雪将至》导演董越：我着迷于现实当中无法感知的人的幽暗地带,活动
ID_1957,我真希望你早点儿死！丨AMNUA影评,活动
PERSON_猫今贝,猫今贝,人物
ID_1958,《纪念碑谷》的创意独一无二？图样！丨AMNUA建筑,活动
ID_1959,天地玄黄：信神马得永生 \,活动
ID_1960,米歇尔·福柯谈生活的艺术丨AMNUA哲学,活动
ID_1961,凝视玛瑞娜 丨AMNUA影评,活动
PERSON_马修·艾克斯,马修·艾克斯,人物
PERSON_杰弗里·杜普雷,杰弗里·杜普雷,人物
PERSON_圆首的秘书,圆首的秘书,人物
ID_1962,东京教父：披着现实外壳的魔幻故事 \,活动
ID_1963,那不勒斯四部曲之《我的天才女友》丨AMNUA书评,活动
PERSON_\[意\],\[意\],人物
PERSON_埃莱娜·费兰特,埃莱娜·费兰特,人物
ID_1964,《触不可及》：无知交，不人生丨AMNUA影评,活动
PERSON_奥利维埃·纳卡什,奥利维埃·纳卡什,人物
PERSON_埃里克·托莱达诺,埃里克·托莱达诺,人物
PERSON_巴斯特德,巴斯特德,人物
ID_1965,佛系旅行蛙怎么就轻易获得了你们的爱？,活动
ID_1966,新年在即，美术馆有话想对你说！,活动
PERSON_啦啦啦,啦啦啦,人物
ID_1967,郑闻履任南京艺术学院美术馆副馆长丨AMNUA快讯,活动
ID_1968,文明将亡时，就沿存在主义溯源而上丨AMNUA读书,活动
PERSON_莎拉·贝克韦尔,莎拉·贝克韦尔,人物
ID_1969,刷屏/劳作：2018 AMNUA摄影展重磅来袭丨AMNUA展讯,活动
PERSON_Jim,Jim,人物
PERSON_Ramer,Ramer,人物
PERSON_陈界仁/,陈界仁/,人物
PERSON_陈抱阳/,陈抱阳/,人物
PERSON_黄乖儿+汪润中/,黄乖儿+汪润中/,人物
PERSON_缪晓春/,缪晓春/,人物
PERSON_林欣/,林欣/,人物
PERSON_卢杉/,卢杉/,人物
PERSON_仇敏业/,仇敏业/,人物
PERSON_刘成瑞/,刘成瑞/,人物
PERSON_吴珏辉/,吴珏辉/,人物
PERSON_郑达/,郑达/,人物
PERSON_郑龙一海/,郑龙一海/,人物
PERSON_王育臣/,王育臣/,人物
PERSON_Dina,Dina,人物
PERSON_Goldstein,Goldstein,人物
PERSON_董宇翔/,董宇翔/,人物
PERSON_李郁+刘波/,李郁+刘波/,人物
PERSON_马玉江/,马玉江/,人物
PERSON_杨欣嘉/,杨欣嘉/,人物
PERSON_张巍/,张巍/,人物
PERSON_张彦峰/,张彦峰/,人物
PERSON_张业鸿/,张业鸿/,人物
PERSON_张之洲/,张之洲/,人物
PERSON_周啸虎/,周啸虎/,人物
PERSON_董金玲/,董金玲/,人物
PERSON_何博+许雷/,何博+许雷/,人物
PERSON_胡尹萍/,胡尹萍/,人物
PERSON_Herger,Herger,人物
PERSON_Svetlana/,Svetlana/,人物
PERSON_贾方+宋健/,贾方+宋健/,人物
PERSON_李暐/,李暐/,人物
PERSON_绿脊/,绿脊/,人物
PERSON_马爽/,马爽/,人物
PERSON_Polixeni,Polixeni,人物
PERSON_Papapetrou,Papapetrou,人物
PERSON_裴丽/,裴丽/,人物
PERSON_邱炯炯/,邱炯炯/,人物
PERSON_Suzy,Suzy,人物
PERSON_Lake,Lake,人物
PERSON_孙小川/,孙小川/,人物
PERSON_张晓/,张晓/,人物
PERSON_周康/,周康/,人物
PERSON_Fu,Fu,人物
PERSON_Meng/,Meng/,人物
PERSON_高元/,高元/,人物
PERSON_蒋鹏奕/,蒋鹏奕/,人物
PERSON_雎安奇/,雎安奇/,人物
PERSON_邵文欢/,邵文欢/,人物
PERSON_梁半/,梁半/,人物
PERSON_彭韫/,彭韫/,人物
PERSON_孙略/,孙略/,人物
PERSON_宋拓/,宋拓/,人物
PERSON_许翔/,许翔/,人物
PERSON_郑宏昌/陈卓/,郑宏昌/陈卓/,人物
PERSON_董钧/,董钧/,人物
PERSON_董文胜/,董文胜/,人物
PERSON_冯立/,冯立/,人物
PERSON_高岩/,高岩/,人物
PERSON_韩磊/,韩磊/,人物
PERSON_黄晓亮/,黄晓亮/,人物
PERSON_李明/,李明/,人物
PERSON_刘雨佳/,刘雨佳/,人物
PERSON_Marco,Marco,人物
PERSON_Scozzaro/,Scozzaro/,人物
PERSON_毛剑锋/,毛剑锋/,人物
PERSON_鸟头/,鸟头/,人物
PERSON_孙彦初/,孙彦初/,人物
PERSON_唐晶/,唐晶/,人物
PERSON_严怿波/,严怿波/,人物
PERSON_杨文彬/,杨文彬/,人物
PERSON_杨心琪,杨心琪,人物
ID_1970,《春宵苦短，少女前进吧》：原来我爱的只是苹果弹开的一瞬间\,活动
ID_1971,家有萌宝：艺术教育项目登陆南艺美术馆丨AMNUA&amp;KIDS,活动
ID_1972,致三月，桃花丨AMNUA读书,活动
PERSON_胡兰成,胡兰成,人物
ID_1973,做头发？还是法国人会玩！丨AMNUA读图,活动
ID_1974,321099：任阿四作品展丨AMNUA展讯,活动
PERSON_李莉,李莉,人物
PERSON_任阿四,任阿四,人物
ID_1975,安藤忠雄来了，安藤忠雄是谁？丨AMNUA看展览,活动
PERSON_琳恩,琳恩,人物
ID_1976,有料又好玩的美术史火热报名中丨AMNUA KIDS,活动
ID_1977,小朋友的插画课，点亮彩色的小梦想丨AMNUA KIDS,活动
ID_1978,刷屏/劳作: 2018 AMNUA摄影展五大版块明日开幕丨AMNUA展讯,活动
PERSON_陈浩洋,陈浩洋,人物
PERSON_董宇翔,董宇翔,人物
PERSON_何博&许雷,何博&许雷,人物
PERSON_马玉江,马玉江,人物
PERSON_鸟头,鸟头,人物
PERSON_王育臣,王育臣,人物
PERSON_杨欣嘉,杨欣嘉,人物
PERSON_张巍,张巍,人物
PERSON_张业鸿,张业鸿,人物
PERSON_张之洲**,张之洲**,人物
PERSON_董金玲,董金玲,人物
PERSON_Svetlana,Svetlana,人物
PERSON_贾方&宋健,贾方&宋健,人物
PERSON_李暐,李暐,人物
PERSON_绿脊,绿脊,人物
PERSON_马爽,马爽,人物
PERSON_邱炯炯,邱炯炯,人物
PERSON_孙小川,孙小川,人物
PERSON_周康**,周康**,人物
PERSON_Meng,Meng,人物
PERSON_高元,高元,人物
PERSON_蒋鹏奕,蒋鹏奕,人物
PERSON_雎安奇,雎安奇,人物
PERSON_刘成瑞,刘成瑞,人物
PERSON_彭韫,彭韫,人物
PERSON_孙略,孙略,人物
PERSON_宋拓,宋拓,人物
PERSON_郑宏昌,郑宏昌,人物
PERSON_周啸虎**,周啸虎**,人物
PERSON_陈界仁,陈界仁,人物
PERSON_黄乖儿+汪润中,黄乖儿+汪润中,人物
PERSON_卢杉,卢杉,人物
PERSON_仇敏业,仇敏业,人物
PERSON_邵文欢,邵文欢,人物
PERSON_郑龙一海**,郑龙一海**,人物
PERSON_陈卓,陈卓,人物
PERSON_董钧,董钧,人物
PERSON_黄晓亮**,黄晓亮**,人物
PERSON_**李明**,**李明**,人物
PERSON_**刘雨佳,**刘雨佳,人物
PERSON_Scozzaro毛剑锋,Scozzaro毛剑锋,人物
PERSON_孙彦初,孙彦初,人物
PERSON_Sarah,Sarah,人物
PERSON_Palmer,Palmer,人物
PERSON_唐晶,唐晶,人物
PERSON_严怿波,严怿波,人物
PERSON_杨文彬,杨文彬,人物
PERSON_杨心琪**,杨心琪**,人物
ID_1979,太阳变狮子：艺术家互动亲子工作坊丨AMNUA KIDS,活动
ID_1980,刷屏/劳作: 2018 AMNUA摄影展 今日开始刷屏 \,活动
ID_1981,刷屏/劳作: 2018 AMNUA摄影展 2018.03.16学术活动预告,活动
ID_1982,Jump Thinking：艺术家涂鸦照片的100种方法丨AMNUA工作坊,活动
PERSON_任阿四免费参与并为您相纸打印照片一张（前15,任阿四免费参与并为您相纸打印照片一张（前15,人物
ID_1983,321099：明天阿四不在家丨AMNUA公教,活动
ID_1984,当“工薪族”邂逅当代艺术 \,活动
ID_1985,这是一则冷静的活动回顾丨AMNUA公教回顾,活动
ID_1986,哪啊哪啊~神去村 \,活动
ID_1987,如何将你的生活“艺术化”：虚己待物丨AMNUA 公教项目,活动
PERSON_崔光辉,崔光辉,人物
ID_1988,不期而遇 \,活动
ID_1989,《俑》：演出+工作坊丨AMNUA LIVE,活动
ID_1990,第三次看电影 \,活动
ID_1991,打卡 2018 Art Basel Hong Kong！\,活动
ID_1992,《濑户内海》：我想给你讲个故事，又无聊又好笑\,活动
ID_1993,灵感捕手——独立插画师豌豆先生专访 \,活动
ID_1994,《俑》演出&amp;工作坊明日开演丨AMNUA公教项目,活动
ID_1995,现场表演：《最后一分钟》\,活动
ID_1996,阿四的小粉丝们都拍照上传了吗？中奖名单新鲜出炉！,活动
ID_1997,植感的温度：草木与画亲子工作坊丨AMNUA公教项目,活动
ID_1998,高岩：第三次摆放丨AMNUA 刷屏/劳作,活动
PERSON_李泊岩Li,李泊岩Li,人物
ID_1999,一个诗人的洗澡课 丨AMNUA 公教项目,活动
PERSON_杨小滨·法,杨小滨·法,人物
PERSON_镭,镭,人物
PERSON_李笠,李笠,人物
ID_2000,界面综合症：郑龙一海丨AMNUA 刷屏/劳作,活动
ID_2001,丁成作品展：为找不着北找依据丨AMNUA展讯,活动
PERSON_海波,海波,人物
ID_2002,豌豆先生插画创作之旅圆满结束，小朋友恐成最大赢家丨AMNUA公教回顾,活动
ID_2003,To 说不出情绪的人 \,活动
ID_2004,从那里到那里：丁成作品展开幕 \,活动
ID_2005,陈界仁作品中的情感技术丨AMNUA刷屏/劳作,活动
PERSON_黄孙权,黄孙权,人物
ID_2006,AMNUA策展研究计划第一回——&quot;策展身份”丨AMNUA展讯,活动
PERSON_孑孓社,孑孓社,人物
PERSON_林科,林科,人物
PERSON_谭天,谭天,人物
PERSON_谭英杰,谭英杰,人物
PERSON_王云冲,王云冲,人物
PERSON_宗宁,宗宁,人物
PERSON_朱荧荧,朱荧荧,人物
PERSON_蔡东东,蔡东东,人物
PERSON_陈文波,陈文波,人物
PERSON_付根利,付根利,人物
PERSON_贺勋,贺勋,人物
PERSON_宁浩翔,宁浩翔,人物
PERSON_曾宏,曾宏,人物
PERSON_杜雨青,杜雨青,人物
PERSON_葛雅静,葛雅静,人物
PERSON_那林呼,那林呼,人物
PERSON_郎粲,郎粲,人物
PERSON_刘雨佳,刘雨佳,人物
PERSON_王宁德,王宁德,人物
PERSON_王若含,王若含,人物
PERSON_杨心广,杨心广,人物
PERSON_张佳星,张佳星,人物
PERSON_阿斯巴甜,阿斯巴甜,人物
PERSON_沈涛,沈涛,人物
PERSON_董鹤,董鹤,人物
PERSON_黄静远,黄静远,人物
PERSON_林晓,林晓,人物
PERSON_倪军,倪军,人物
PERSON_秦槐,秦槐,人物
PERSON_王璜生,王璜生,人物
PERSON_王之博,王之博,人物
PERSON_徐累,徐累,人物
PERSON_叶浅予,叶浅予,人物
ID_2007,策展人对话艺术家丨AMNUA 刷屏/劳作,活动
ID_2008,绘画研讨会丨AMNUA策展研究计划第一回：&quot;策展身份”,活动
PERSON_林,林,人物
PERSON_科,科,人物
PERSON_谭,谭,人物
PERSON_天,天,人物
PERSON_宗,宗,人物
PERSON_宁,宁,人物
ID_2009,去写生丨AMNUA策展研究计划第一回：&quot;策展身份”,活动
ID_2010,林欣：时光的额外维度\,活动
ID_2011,OUT OF SERVICE丨AMNUA策展研究计划第一回：&quot;策展身份”,活动
ID_2012,金陵冬季学院II：地域画家丨AMNUA策展研究计划第一回：&quot;策展身份”,活动
ID_2013,物质与制图丨AMNUA策展研究计划第一回：&quot;策展身份”,活动
ID_2014,少儿工作坊：“书”妆 \,活动
ID_2015,美丽书——中德当代书籍设计展丨AMNUA展讯,活动
PERSON_参展艺术家,参展艺术家,人物
PERSON_蔡皋,蔡皋,人物
PERSON_姜嵩,姜嵩,人物
PERSON_李璋,李璋,人物
PERSON_梁川,梁川,人物
PERSON_刘畅,刘畅,人物
PERSON_潘焰荣,潘焰荣,人物
PERSON_曲闵民&蒋茜,曲闵民&蒋茜,人物
PERSON_王小月,王小月,人物
PERSON_吴祎萌,吴祎萌,人物
PERSON_姚红,姚红,人物
PERSON_赵清,赵清,人物
PERSON_周晨,周晨,人物
PERSON_周伟伟,周伟伟,人物
PERSON_朱赢椿,朱赢椿,人物
ID_2016,马兴文2018·马迹 Simon Ma \,活动
ID_2017,《策展身份》《最美书》明日同时开幕丨AMNUAzhanxu,活动
ID_2018,孙小川：微光 \,活动
ID_2019,美丽书——中德当代书籍设计展今日开幕 \,活动
ID_2021,笔笔皆时——时装插画师春然绘集丨AMNUA公教项目,活动
ID_2022,锻炼，用屏幕去活！丨AMNUA活动,活动
ID_2023,在“世界读书日”邂逅“最美书”丨AMNUA设计展,活动
ID_2024,时尚插画师春然分享会 +小小服装设计师\,活动
ID_2025,少儿工作坊：书的诞生\,活动
ID_2026,笔笔皆时：时装插画师春然绘集明日开幕丨AMNUA公教项目,活动
ID_2027,无效劳作的微缩景观 \,活动
ID_2028,《时装插画师春然绘集》开幕现场惊艳来袭丨AMNUA现场,活动
ID_2029,国际行为艺术家的美术馆“介入”丨AMNUA现场,活动
PERSON_Riko,Riko,人物
PERSON_Takahashi,Takahashi,人物
PERSON_Yumi,Yumi,人物
PERSON_Moon,Moon,人物
PERSON_Mongkol,Mongkol,人物
PERSON_plienbangchang,plienbangchang,人物
PERSON_AOr,AOr,人物
PERSON_NOpawan,NOpawan,人物
PERSON_Pramila,Pramila,人物
PERSON_Lama,Lama,人物
PERSON_Efat,Efat,人物
PERSON_Razowana,Razowana,人物
PERSON_Reya,Reya,人物
PERSON_Bill,Bill,人物
PERSON_Aitchison,Aitchison,人物
PERSON_许福辰,许福辰,人物
ID_2030,成为好照片的一万次尝试丨AMNUA 刷屏/劳作,活动
PERSON_郑闻/海杰,郑闻/海杰,人物
PERSON_陈浩洋/,陈浩洋/,人物
PERSON_/陈卓,/陈卓,人物
PERSON_FuMeng,FuMeng,人物
PERSON_何博+许雷,何博+许雷,人物
PERSON_黄晓亮,黄晓亮,人物
PERSON_/贾方+宋健,/贾方+宋健,人物
PERSON_李明,李明,人物
PERSON_/李暐,/李暐,人物
PERSON_/刘成瑞,/刘成瑞,人物
PERSON_Scozzaro,Scozzaro,人物
PERSON_毛剑锋,毛剑锋,人物
PERSON_/Polixeni,/Polixeni,人物
PERSON_/王育臣,/王育臣,人物
PERSON_张之洲,张之洲,人物
PERSON_郑龙一海,郑龙一海,人物
PERSON_周康,周康,人物
PERSON_周啸虎,周啸虎,人物
ID_2031,平行现实 ——周啸虎访谈 \,活动
ID_2032,陈独秀：《敬告青年》丨AMNUA荐文,活动
PERSON_陈独秀,陈独秀,人物
ID_2033,刘成瑞：宗教对我有影响，但不是宗教的影响，是悲悯\,活动
ID_2034,许雷&amp;何傅 自拍者：尺笺传影 \,活动
ID_2035,一“扇”·凉夏 少儿水墨工作坊 ｜AMNUA KIDS,活动
ID_2036,沈从文：《萧萧》丨AMNUA荐文,活动
ID_2037,郑梓煜：肉身在刷屏，灵魂在出窍丨AMNUA“刷屏/劳作”展评,活动
ID_2038,分享图片,活动
ID_2039,你纵然已衰老，美却会重生丨AMNUA母亲节特刊,活动
ID_2040,一百年前的今天——《狂人日记》 ｜AMNUA 荐文,活动
ID_2041,没有在凌晨看过一场电影首映不足以谈人生丨AMNUA影评,活动
PERSON_南美小黑,南美小黑,人物
ID_2042,520之前，美术馆是什么样？\,活动
ID_2043,倒计时24小时！南艺2018毕业展抢先看丨AMNUA毕业展,活动
ID_2044,AMNUA带你看520：毕设+时装秀丨毕业嘉年华,活动
ID_2045,墨镜的三次元丨AMNUA工作坊,活动
PERSON_CoCo,CoCo,人物
ID_2046,“萌宝”玩转毕业展——2018南艺毕业展亲子导览\,活动
ID_2047,还没来南艺看毕业展？看看你错过了什么丨AMNUA毕业展,活动
ID_2048,“萌宝”当道，毕业展热力全开：2018南艺毕业展亲子导览第二弹\,活动
ID_2049,李泊岩：一千字写《刷屏/劳作》\,活动
ID_2050,六一特辑：你们的笑容是最好的礼物丨AMNUA KIDS,活动
ID_2051,毛姆读书随笔：看书虫毛姆讲读书的乐趣 \,活动
ID_2052,再见！Kate Spade \,活动
ID_2053,绝对实验 / 必须在场丨AMNUA毕业展,活动
PERSON_朱天航,朱天航,人物
PERSON_指导教师:何方,指导教师:何方,人物
PERSON_陶霏霏,陶霏霏,人物
PERSON_王帆,王帆,人物
PERSON_诸靖雯,诸靖雯,人物
PERSON_王晗波,王晗波,人物
PERSON_梁子秋,梁子秋,人物
PERSON_指导教师:姚翔宇,指导教师:姚翔宇,人物
PERSON_陈梦婷,陈梦婷,人物
PERSON_陈鑫,陈鑫,人物
PERSON_李雪,李雪,人物
PERSON_指导教师:薛冰焰,指导教师:薛冰焰,人物
PERSON_朱永豪,朱永豪,人物
PERSON_指导教师:曲闵民,指导教师:曲闵民,人物
PERSON_詹文轩,詹文轩,人物
PERSON_陈如森,陈如森,人物
PERSON_李剑眉,李剑眉,人物
PERSON_王馨,王馨,人物
PERSON_指导教师:厉勉,指导教师:厉勉,人物
PERSON_师悦,师悦,人物
PERSON_陈皓,陈皓,人物
PERSON_顾硕,顾硕,人物
PERSON_金文斌,金文斌,人物
PERSON_许萍萍,许萍萍,人物
PERSON_吴晓晖,吴晓晖,人物
PERSON_吴茜,吴茜,人物
PERSON_指导教师:,指导教师:,人物
PERSON_厉勉,厉勉,人物
PERSON_郭浩波,郭浩波,人物
PERSON_顾于程,顾于程,人物
PERSON_王朋,王朋,人物
PERSON_顾昱程,顾昱程,人物
PERSON_黄雨峰,黄雨峰,人物
PERSON_蒋豪,蒋豪,人物
PERSON_南艺美尚设计官微,南艺美尚设计官微,人物
ID_2054,对话吴映月：用设计打造时尚！丨AMNUA毕业季,活动
ID_2055,重摄身体的界面-英国朋克后的电影和录像艺术放映谈话 \,活动
ID_2056,情绪与生活：六个青年心理学者的解读\,活动
ID_2057,对话平面设计专业：看看别人家小孩丨AMNUA毕业季,活动
PERSON_朱敏,朱敏,人物
PERSON_陈秋敏,陈秋敏,人物
PERSON_刘均辉,刘均辉,人物
PERSON_彭帅,彭帅,人物
ID_2058,书写的屏幕 \,活动
ID_2059,对话姬益波：你是南艺的服娃，南艺是你的家 ｜AMNUA毕业季,活动
ID_2060,2018川美毕业展作品欣赏丨AMNUA毕业季,活动
PERSON_晓Nan,晓Nan,人物
ID_2061,豆瓣 2018.09.05 分，《我的天才女友》大结局来啦丨AMNUA读书,活动
PERSON_陈英,陈英,人物
ID_2062,预告｜AMNUA Kids亲子艺术系列课程第二季，抢鲜剧透！,活动
ID_2063,反抗生活——读加缪《鼠疫》丨AMNUA读书,活动
PERSON_\[法\],\[法\],人物
PERSON_阿尔贝·加缪,阿尔贝·加缪,人物
PERSON_一了,一了,人物
ID_2064,『植•感•绘——植物的姿态』 自然与艺术结合的插画课程丨AMNUA Kids,活动
ID_2065,美术+肢体=？身体有画说告诉你答案丨AMNUA Kids,活动
ID_2066,大段的异想世界丨AMNUA Kids,活动
ID_2067,大鱼老师的趣味艺术史丨AMNUA Kids,活动
ID_2068,加加减减玩雕塑丨AMNUA Kids,活动
ID_2069,沙叶新去世：永久的剧作家丨AMNUA 人物,活动
PERSON_吴怀尧,吴怀尧,人物
ID_2070,曾经被性侵的我，再也不想保持沉默丨Me Too,活动
PERSON_刘婧恒,刘婧恒,人物
ID_2071,七夕！情人节？这事有“乞巧”！丨AMNUA民俗,活动
ID_2072,李公明：没有艺术体验的生活必定情感麻木、心智贫乏、言谈乏味丨AMNUA讲座推荐,活动
ID_2073,张磊：当代平面设计中的审美偏差丨AMNUA展览推荐,活动
ID_2074,Hi 布达！献给如孩子般的你丨AMNUA公教项目,活动
PERSON_段革新,段革新,人物
ID_2075,小丸子什么都知道丨AMNUA 人物,活动
PERSON_candybook,candybook,人物
ID_2076,大段专访：我依然深爱这个世界 \,活动
ID_2077,镶嵌中国——马赛克艺术邀请展丨AMNUA展讯,活动
ID_2078,米沃什：西蒙娜·薇依的重要性丨AMNUA文学,活动
ID_2079,心理学讲座系列之#隐形社交#丨AMNUA公教项目,活动
PERSON_刘富良,刘富良,人物
ID_2080,听说AMNUA要变健身房？你不是在逗我吧  ？！丨Oh my AMNUA,活动
ID_2081,《Hi 布达》少儿活动：艺术家导览+艺术创作丨AMNUA公教项目,活动
ID_2082,拍卖行的运营管理及影像艺术品市场的经纪 \,活动
ID_2083,美术馆大健身之今天也要加油鸭丨AMNUA 故事荟,活动
ID_2084,有一种青春叫做少年老成，有一种啤酒泡枸杞叫做“朋克养生”丨AMNUA 健身,活动
PERSON_李明蔚,李明蔚,人物
ID_2085,大健身丨AMNUA国际计划叁,活动
ID_2086,复星艺术中心创意设计大赛把会跳舞的房子带回家！,活动
ID_2087,新群众丨AMNUA《大健身》,活动
ID_2088,读剧：《收信快乐》丨AMNUA公教项目,活动
ID_2089,To 布达：艺术家段革新分享会 \,活动
ID_2090,拇指鬼畜，数据疯魔 \,活动
ID_2091,大银幕-电影与意大利六八\,活动
ID_2092,驹驹的视界丨AMNUA公教项目,活动
ID_2093,美术馆明日开练丨AMNUA《大健身》,活动
ID_2094,广场上的双桨丨AMNUA零方案,活动
ID_2095,《大健身》今日开幕，快来解锁fit你的新姿势丨AMNUA国际计划,活动
ID_2096,THIS IS NOW 此时彼刻 \,活动
ID_2097,煤系Coal measures/孟煌2018作品展,活动
ID_2098,揭幕，新话语之电影合作社\,活动
ID_2099,煤系Coal measures/孟煌2018作品展今日开幕丨AMNUA展讯,活动
ID_2100,光.年：我们都来自遥远的星系丨AMNUA公教项目,活动
PERSON_王昊楠,王昊楠,人物
ID_2101,亲子活动：“你说我听”艺术家导览+艺术创作\,活动
ID_2102,线路丨套路：艺术家王昊楠分享会\,活动
ID_2103,60 年代意大利实验影像艺术家\,活动
ID_2104,每个人都过着自己的生活并积攒自己的记忆,活动
PERSON_余二,余二,人物
ID_2105,Dedicate to the love纸品设计系列课程\,活动
ID_2106,山高水长 笔墨无尽：张文俊百年艺术作品展 \,活动
ID_2107,心理学系列讲座5:打王者荣耀的101种理由 \,活动
ID_2108,山高水长 笔墨无尽：张文俊百年艺术作品展 \,活动
ID_2109,放映活动排片\,活动
ID_2110,Outdoor Dreams：景观/室内丨AMNUA公教讲座,活动
ID_2111,山高水长 笔墨无尽：张文俊百年艺术作品展 \,活动
ID_2112,全民观众\,活动
ID_2113,“绰绰清影”——南京艺术学院美术馆&amp;江苏省美术馆  馆藏清代仕女画联展,活动
PERSON_孟晖,孟晖,人物
PERSON_中国装束复原小组,中国装束复原小组,人物
PERSON_吕少卿,吕少卿,人物
PERSON_阎安,阎安,人物
ID_2114,孟晖：钗头的四季丨AMNUA《绰绰清影》讲座,活动
ID_2115,山高水长 笔墨无尽——张文俊百年艺术作品展今日开幕丨AMNUA现场,活动
ID_2116,量山计划2018: 浓雾镇丨AMNUA《大健身》,活动
PERSON_Wang,Wang,人物
PERSON_Yamin王亚敏,Yamin王亚敏,人物
PERSON_Yang,Yang,人物
PERSON_Xinjia杨欣嘉,Xinjia杨欣嘉,人物
PERSON_William,William,人物
PERSON_Fowler威廉·弗勒,Fowler威廉·弗勒,人物
PERSON_WUXU,WUXU,人物
PERSON_WUXU研究项目,WUXU研究项目,人物
PERSON_Qu,Qu,人物
PERSON_Jun曲俊,Jun曲俊,人物
PERSON_Liu,Liu,人物
PERSON_Ting,Ting,人物
PERSON_Ting刘婷,Ting刘婷,人物
PERSON_Li,Li,人物
PERSON_Xiaoshan李小山,Xiaoshan李小山,人物
ID_2117,『动物世界的奇妙历险』  自然与艺术结合的插画课程丨AMNUA公共教育项目,活动
ID_2118,张权个人项目：游乐园丨AMNUA零方案,活动
ID_2119,死了都要被逼婚：“冥婚”的商品性丨AMNUA公教项目人类学讲座,活动
PERSON_邓国基,邓国基,人物
ID_2120,放映排片 \,活动
ID_2121,“绰绰清影”——南京艺术学院美术馆&amp;江苏省美术馆  馆藏清代仕女画联展明日开幕,活动
ID_2122,“绰绰清影”馆藏清代仕女画联展今日开幕（文末有彩蛋）丨AMNUA现场,活动
ID_2123,现场 \,活动
ID_2124,张权个人项目：《游乐园》明日开园丨AMNUA零方案,活动
ID_2125,现场 \,活动
