已删除的展览/活动预告信息汇总：
--------------------------------------------------
来源 | ID | 活动名称
MD_6 | ID_2149 | AMNUA“重整：德国艺术立场”2019大型群展 上海西岸艺术中心发布预告
MD_7 | ID_2442 | 2020.11.18放映 - “时距&amp;档案”: 第三届南京当代动画艺术文献展 丨AMNUA预告
MD_7 | ID_2444 | “回旋阵列”延伸活动：异位构成丨AMNUA预告
MD_8 | ID_2618 | 周一清 访谈预告丨AMNUA Interview
MD_8 | ID_2620 | 江宏伟 访谈预告丨AMNUA 绣羽衔花专题
MD_8 | ID_2641 | 策展人导览·预告｜AMNUA江南再造专题
MD_8 | ID_2708 | 即将启幕丨南京长江文化国际雕塑艺术邀请展
MD_8 | ID_2722 | 王天德最新个展即将呈现 \
MD_8 | ID_2724 | 《企业家伦勃朗》正片即将上线！\
MD_8 | ID_2749 | 《青年史》：一场跨文化、媒介和时空的现场对话丨AMNUA活动预告
MD_9 | ID_2832 | 导览预告 ：“生长”  张湘溪个人项目 \
MD_9 | ID_2841 | 预告 ：“现实主义滤镜” 开幕&amp;对谈 \
MD_9 | ID_2843 | 预告 ：切入现实的探险 \
MD_9 | ID_2845 | 预告 ：隔“身”投送的现实 \
MD_9 | ID_2847 | 预告：作为时代滤镜的影像 \
MD_9 | ID_2853 | 预告：如何通过艺术的方式探索内在潜意识 \
MD_9 | ID_2854 | 预告：留真背后的故事 \
MD_9 | ID_2860 | 预告：道路从这里绵延到远方 \
MD_9 | ID_2868 | 预告：元宇宙时代背景下文化产业投资新趋势探讨 \
MD_9 | ID_2869 | 导览预告：余音 \
MD_9 | ID_2871 | 导览预告：分割黄金 ：冷广敏个人项目 \
MD_9 | ID_2873 | 预告：我是如何将生活“痛点”设计成饰品 \
MD_9 | ID_2879 | 预告：偶然的生机 ：策展的概念与临场 \
MD_9 | ID_2885 | 预告：现当代音乐中的图形化记谱法 \
MD_9 | ID_2908 | 预告 ：从艺术出发的跨学科协作 \
MD_9 | ID_2913 | 预告 : 十年 \
MD_9 | ID_2921 | 预告：元石计划 \
MD_9 | ID_2954 | 预告：无间：章燕紫个展 \
MD_9 | ID_2956 | 预告：猴皮筏：林芮襄个展 \
MD_9 | ID_2970 | 预告：高立峰：动画与绘画 \
MD_9 | ID_2975 | 预告：沉默的形状——赵培智个展 \
MD_9 | ID_2986 | 预告：绘画的表达与表达的艺术 \
MD_9 | ID_2994 | 预告：陆春涛：扉页 \
MD_9 | ID_3066 | 新展预告 \
MD_9 | ID_3067 | 预告\
MD_10 | ID_3131 | 2024.12.08｜第七届“字酷”国际文字艺术设计学术系列活动即将启幕
MD_10 | ID_3195 | 倒计时！融合与对话：2024港澳视觉艺术双年展（南京站）即将启幕！
MD_10 | ID_3200 | 预告 ｜线上导览：融合与对话：2024港澳视觉艺术双年展（南京站）——香港单元：香港快拍·城市漫步
MD_10 | ID_3201 | 预告 ｜线上导览：融合与对话：2024港澳视觉艺术双年展（南京站）——澳门单元—即非澳门，是名澳门
MD_10 | ID_3231 | “施展：我们交换黑暗的词”展览开幕暨线上导览预告 ｜AMNUA现场
MD_10 | ID_3254 | 展览预告｜“共生体”  南京艺术学院数字艺术学院2025届研究生毕业展
MD_10 | ID_3295 | “时有微凉不是风”开幕暨线上对谈预告 ｜AMNUA现场
MD_10 | ID_3303 | 中央美术学院美术馆馆藏巡展“从来风俗亦有诗”即将开展 \
MD_10 | ID_3360 | 线上导览预告：万仞山——毛晓剑画展
